1/22/2010,59500,59500,59500,59500,1,1
1/29/2010,54300,54300,54300,54300,1,1
2/5/2010,56200,56200,56200,56200,1,1
2/12/2010,52000,52000,52000,52000,1,1
2/19/2010,57300,57300,57300,57300,1,1
2/26/2010,57300,57300,57300,57300,1,1
3/5/2010,58400,58400,58400,58400,1,1
3/12/2010,58800,58800,58800,58800,1,1
3/19/2010,55400,55400,55400,55400,1,1
3/26/2010,54300,54300,54300,54300,1,1
4/2/2010,52400,52400,52400,52400,1,1
4/9/2010,53600,53600,53600,53600,1,1
4/16/2010,54800,54800,54800,54800,1,1
4/23/2010,54000,54000,54000,54000,1,1
4/30/2010,52800,52800,52800,52800,1,1
5/7/2010,51900,51900,51900,51900,1,1
5/14/2010,52400,52400,52400,52400,1,1
5/21/2010,51500,51500,51500,51500,1,1
5/28/2010,49300,49300,49300,49300,1,1
6/4/2010,43900,43900,43900,43900,1,1
6/11/2010,48900,48900,48900,48900,1,1
6/18/2010,49900,49900,49900,49900,1,1
6/25/2010,47400,47400,47400,47400,1,1
7/2/2010,46700,46700,46700,46700,1,1
7/9/2010,42900,42900,42900,42900,1,1
7/16/2010,50600,50600,50600,50600,1,1
7/23/2010,53400,53400,53400,53400,1,1
7/30/2010,56900,56900,56900,56900,1,1
8/6/2010,56700,56700,56700,56700,1,1
8/13/2010,52100,52100,52100,52100,1,1
8/20/2010,50700,50700,50700,50700,1,1
8/27/2010,52200,52200,52200,52200,1,1
9/3/2010,57100,57100,57100,57100,1,1
9/10/2010,50600,50600,50600,50600,1,1
9/17/2010,56800,56800,56800,56800,1,1
9/24/2010,57300,57300,57300,57300,1,1
10/1/2010,54900,54900,54900,54900,1,1
10/8/2010,54900,54900,54900,54900,1,1
10/15/2010,52000,52000,52000,52000,1,1
10/22/2010,55000,55000,55000,55000,1,1
10/29/2010,55600,55600,55600,55600,1,1
11/5/2010,57400,57400,57400,57400,1,1
11/12/2010,60700,60700,60700,60700,1,1
11/19/2010,57900,57900,57900,57900,1,1
11/26/2010,45700,45700,45700,45700,1,1
12/3/2010,61300,61300,61300,61300,1,1
12/10/2010,59900,59900,59900,59900,1,1
12/17/2010,59400,59400,59400,59400,1,1
12/24/2010,50800,50800,50800,50800,1,1
12/31/2010,53100,53100,53100,53100,1,1
1/7/2011,67400,67400,67400,67400,1,1
1/14/2011,61900,61900,61900,61900,1,1
1/21/2011,62400,62400,62400,62400,1,1
1/28/2011,62400,62400,62400,62400,1,1
2/4/2011,59100,59100,59100,59100,1,1
